FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,INTPTLAT10,INTPTLON10,State,COUNTY,HH_COUNT,OHU_OWN,OHU_RENT,PERC_OWN,PERC_RENT,MHI,MED_VAL,HOUSINGCOS,MCR_ANNUAL,MSMOC_TOT_,TAX_RET,Avg_TransC,REtaxperow,DISP_INC,energy_cos,REtax_ACS,AVG_TTL,LOCALNAME,Shape_Area
912,34,13,18700,34013018700,40.7634508,-74.2354065,New Jersey,Essex County,2235,457,1902,0.193726155,0.806273845,34740,313100,12571.4523,10356,21792,3132.854708,4853.709522,6956.265873,13223.90589,1522.255509,6590,2568.676781,City of Orange Township,9.02E-05
913,34,13,18800,34013018800,40.7579315,-74.2429246,New Jersey,Essex County,1686,912,696,0.567164179,0.432835821,69571,365400,22176.3582,10368,31188,1872.987555,9720.133136,2083.973404,30457.00472,2073.421841,9463,5144.082106,City of Orange Township,0.000133355
914,34,13,980200,34013980200,40.6980043,-74.1564778,New Jersey,Essex County,4,0,24,0,1,0,0,0,0,0,326.1147149,0,0,0,0,0,0,Newark City,0.001760333
915,34,13,18900,34013018900,40.7635181,-74.2474279,New Jersey,Essex County,1330,574,809,0.415039769,0.584960231,38916,222900,15475.0629,10644,22284,1662.262445,5437.160615,2938.595567,13365.00489,1761.321228,6607,2877.450363,City of Orange Township,5.83E-05
916,34,13,900,34013000900,40.7541417,-74.1878573,New Jersey,Essex County,1243,254,916,0.217094017,0.782905983,21689,228600,11968.6359,8496,24492,1956.493178,3030.285142,2769.777192,3442.463914,1987.309586,5643,1260.305458,Newark City,3.60E-05
917,34,13,1700,34013001700,40.7506814,-74.197764,New Jersey,Essex County,668,187,449,0.294025157,0.705974843,26034,217000,13493.566,10992,19500,860.3253657,3637.34812,1672.905295,5271.608886,2116.406767,3520,1515.070226,Newark City,3.18E-05
918,34,13,1900,34013001900,40.745388,-74.2134847,New Jersey,Essex County,636,126,545,0.187779434,0.812220566,26587,419000,15430.0686,9168,42516,872.0805353,3714.610681,3856.108524,3526.98422,2102.704445,7649,1812.632055,Newark City,7.65E-05
919,34,13,2000,34013002000,40.7486151,-74.2320829,New Jersey,Essex County,1665,646,1092,0.3716916,0.6283084,37314,260400,12705.5696,8388,20004,1912.621122,5213.336704,1743.517718,14911.40351,1939.048283,3961,2544.641907,Newark City,4.18E-05
920,34,13,10300,34013010300,40.7662594,-74.1986428,New Jersey,Essex County,1372,435,938,0.316824472,0.683175528,40747,279600,15461.0954,9648,27996,1515.682466,5692.979329,3803.570063,14744.8574,1819.810652,6454,3028.257224,East Orange City,6.11E-05
921,34,13,10400,34013010400,40.7719173,-74.2102845,New Jersey,Essex County,2052,271,1845,0.128071834,0.871928166,42929,123000,11643.9868,11040,15756,2271.51351,5997.838114,9149.945013,20395.33399,1701.420833,4156,3190.420261,East Orange City,6.50E-05
922,34,13,10500,34013010500,40.7697858,-74.2164291,New Jersey,Essex County,1949,321,1680,0.16041979,0.83958021,40228,267300,11847.4903,9780,22668,2108.335949,5620.467088,7163.628061,17996.29481,1774.24808,6583,2989.499723,East Orange City,5.22E-05
923,34,13,10600,34013010600,40.7644717,-74.2095966,New Jersey,Essex County,1642,116,1452,0.073979592,0.926020408,34792,195500,9920.7857,8796,24000,2646.647105,4860.974718,22661.1831,15950.65352,1420.001473,6543,2639.584593,East Orange City,5.28E-05
924,34,13,10700,34013010700,40.7618383,-74.203044,New Jersey,Essex County,1081,480,719,0.400333611,0.599666389,45059,273400,16655.4495,8676,28608,1327.729799,6295.431703,3019.540897,16493.7185,2265.681564,6547,3348.718734,East Orange City,4.90E-05
925,34,13,10800,34013010800,40.7598251,-74.19741,New Jersey,Essex County,698,198,437,0.311811024,0.688188976,25243,224300,12581.8205,10464,17256,806.189168,3526.833318,4440.619788,4932.969275,2325.916847,6788,1875.46006,East Orange City,2.64E-05
926,34,13,10900,34013010900,40.7541544,-74.205462,New Jersey,Essex County,1075,258,751,0.255698712,0.744301288,26326,261400,11847.4727,7788,23664,1182.42968,3678.144988,3994.878759,6837.211863,2140.371744,6357,1822.798705,East Orange City,0.000102189
927,34,13,22700,34013022700,40.7226675,-74.187981,New Jersey,Essex County,1263,78,1048,0.069271758,0.930728242,15200,400000,8720.3766,5796,48012,1070.316016,2123.67256,4734.904721,1679.720718,1811.003096,8347,865.2270261,Newark City,5.32E-05
928,34,13,11100,34013011100,40.7568692,-74.2116527,New Jersey,Essex County,1815,97,1541,0.059218559,0.940781441,28684,152100,9288.3956,8700,18636,1790.120999,4007.593665,16086.39171,12141.70611,1260.239211,4178,1986.065413,East Orange City,2.68E-05
929,34,13,11200,34013011200,40.7597698,-74.2160152,New Jersey,Essex County,1245,170,971,0.148992112,0.851007888,20680,281400,12342.5206,9936,26088,1334.594811,2889.312404,6843.030844,2087.771495,1928.522933,6771,1431.872568,East Orange City,4.90E-05
930,34,13,11300,34013011300,40.7642911,-74.2205119,New Jersey,Essex County,1340,69,1158,0.056234719,0.943765281,43549,229200,10844.7726,10284,20256,1624.349676,6084.4616,21208.92679,21659.74592,1915.283853,5809,3044.736027,East Orange City,5.80E-05
931,34,13,11400,34013011400,40.7559293,-74.2309142,New Jersey,Essex County,1823,510,1316,0.279299014,0.720700986,49091,252400,12613.4458,10512,18036,2002.97944,6858.763792,3421.326364,24449.5905,1770.279141,5996,3398.920767,East Orange City,6.59E-05
932,34,13,11500,34013011500,40.7556999,-74.2259442,New Jersey,Essex County,780,388,484,0.444954128,0.555045872,41169,232600,16645.8716,10356,24492,844.2475853,5751.939186,1887.675137,13668.07869,2253.351732,4904,2849.758797,East Orange City,3.61E-05
933,34,13,11600,34013011600,40.7557155,-74.2194905,New Jersey,Essex County,965,245,749,0.246478873,0.753521127,41800,216100,13026.169,9888,22620,992.4655674,5840.09954,3530.997019,18042.03515,1997.485805,6184,2894.21051,East Orange City,3.23E-05
934,34,13,11700,34013011700,40.751681,-74.2187435,New Jersey,Essex County,1352,523,735,0.415739269,0.584260731,49410,251700,14688.7917,9216,22380,1629.233026,6903.332973,2715.373049,22454.93978,1941.812551,6304,3421.122998,East Orange City,6.10E-05
935,34,13,11800,34013011800,40.7479986,-74.224495,New Jersey,Essex County,851,445,389,0.533573141,0.466426859,50391,283700,16804,9684,23028,807.3474782,7040.393682,1581.424523,20984.63409,2072.92529,6850,3489.046933,East Orange City,3.33E-05
936,34,13,16000,34013016000,40.8047983,-74.2045689,New Jersey,Essex County,2476,2130,137,0.939567711,0.060432289,160511,605700,37962.9078,14376,39480,3449.139042,22425.84252,15357.46603,63397.87,3404.176093,10000,33320.20358,Glen Ridge Borough,0.000355536
937,34,13,20901,34013020901,40.8281268,-74.276197,New Jersey,Essex County,728,653,29,0.957478006,0.042521994,182031,917000,34581.6774,11832,35592,1057.396582,25432.51577,19233.98817,79146.4617,3472.793892,10000,39397.55123,Essex Fells Borough,0.000392068
938,34,13,21601,34013021601,40.8825075,-74.3045934,New Jersey,Essex County,2645,2219,290,0.884416102,0.115583898,97361,607200,27175.5807,15756,28668,4019.577012,13602.82132,7852.732741,38060.01268,2921.670502,6836,15600.9148,Fairfield Township,0.002894587
939,34,13,21602,34013021602,40.8644962,-74.2599886,New Jersey,Essex County,2092,2100,68,0.968634686,0.031365314,151953,745800,36790.5609,8952,37692,2743.897585,21230.15898,7220.060726,62855.68838,3422.894444,10000,27653.6973,North Caldwell Borough,0.000834285
940,34,13,2400,34013002400,40.7417852,-74.2261349,New Jersey,Essex County,1150,551,693,0.442926045,0.557073955,41716,183100,13373.2765,11412,15840,1415.795111,5828.363455,1475.443729,17443.20815,2238.439189,3448,2832.712706,Newark City,4.13E-05
941,34,13,4300,34013004300,40.7186473,-74.2182756,New Jersey,Essex County,864,107,698,0.132919255,0.867080745,31728,309600,11012.5863,10944,11460,1016.175624,4432.887038,4132.963838,12032.71724,2254.161954,4857,1995.647466,Newark City,4.02E-05
942,34,13,12600,34013012600,40.7351017,-74.2214596,New Jersey,Essex County,1084,402,802,0.333887043,0.666112957,41288,233500,14450.99,10236,22860,1232.753942,5768.565306,2771.826922,16212.93663,1857.278689,6301,2998.229372,Irvington Township,4.29E-05
943,34,13,13300,34013013300,40.7384114,-74.2139557,New Jersey,Essex County,1268,348,798,0.303664921,0.696335079,37390,224400,11397.4869,9120,16620,1655.00507,5223.955067,4298.687221,16219.87622,1833.515266,5688,2715.166543,Irvington Township,4.46E-05
944,34,13,4500,34013004500,40.7108081,-74.223074,New Jersey,Essex County,1225,449,803,0.358626198,0.641373802,44219,244900,12878.1949,10068,17904,1313.474651,6178.070851,1384.698829,20269.02575,1993.039955,4326,2900.66854,Newark City,5.38E-05
945,34,13,11900,34013011900,40.7272194,-74.2281907,New Jersey,Essex County,741,106,656,0.139107612,0.860892388,36813,254800,11580.5354,9756,22872,1820.615252,5143.339339,15524.87361,15993.71697,1422.142014,5424,2673.266273,Irvington Township,3.67E-05
946,34,13,12000,34013012000,40.7157048,-74.2467672,New Jersey,Essex County,2174,619,1604,0.278452542,0.721547458,49098,249500,15015.9298,10368,27060,2622.344017,6859.741799,3829.259316,21800.61688,1856.339844,6008,3565.371675,Irvington Township,0.000101534
947,34,13,12100,34013012100,40.7225776,-74.2440029,New Jersey,Essex County,1315,356,805,0.306632214,0.693367786,40731,249700,13815.1835,9396,23808,1446.621396,5690.743884,3672.99763,16457.14967,1810.141494,6203,2957.781451,Irvington Township,3.78E-05
948,34,13,12200,34013012200,40.7268685,-74.2413976,New Jersey,Essex County,2052,670,1357,0.330537741,0.66946226,51976,252800,15631.9862,10428,26172,2227.511794,7261.842433,3005.114135,23348.17763,1959.629037,6353,3774.364703,Irvington Township,6.41E-05
949,34,13,12300,34013012300,40.7319565,-74.2346693,New Jersey,Essex County,1780,731,1124,0.394070081,0.605929919,40666,221700,14566.965,8916,23256,2057.514586,5681.66239,2544.141766,15731.10661,1733.20468,5221,2953.061317,Irvington Township,6.57E-05
950,34,13,12400,34013012400,40.7209998,-74.2374679,New Jersey,Essex County,1785,560,1212,0.316027088,0.683972912,23924,236500,12873.5892,8520,22296,2027.90217,3342.548837,3273.216522,4342.133422,1628.428611,5798,1737.29993,Irvington Township,6.34E-05
951,34,13,12500,34013012500,40.7335568,-74.2267214,New Jersey,Essex County,1406,607,760,0.44403804,0.555961961,43990,232200,16311.3007,9720,24564,1679.133706,6146.076047,2500.416466,16334.56002,2003.621509,5647,3194.441728,Irvington Township,4.49E-05
952,34,13,12700,34013012700,40.7117938,-74.2342808,New Jersey,Essex County,1426,685,750,0.477351916,0.522648084,52851,269700,14914.3275,10200,20076,1655.00507,7384.09332,2183.858618,24645.61192,2069.062291,6000,3837.904974,Irvington Township,6.91E-05
953,34,13,12800,34013012800,40.7166693,-74.2311506,New Jersey,Essex County,1250,467,823,0.362015504,0.637984496,47808,229100,14326.4093,10560,20964,1458.685714,6679.509062,2823.323291,21377.87776,1952.508714,5952,3471.695161,Irvington Township,6.31E-05
954,34,13,12900,34013012900,40.72251,-74.2270789,New Jersey,Essex County,1047,390,575,0.404145078,0.595854922,43125,228300,15239.6269,10128,22776,1308.430118,6025.222313,3032.506128,16711.39357,2017.129581,5959,3131.627632,Irvington Township,5.25E-05
955,34,13,13000,34013013000,40.7302284,-74.2210033,New Jersey,Essex County,1143,0,1522,0,1,45526,0,9276,9276,0,1918.226552,6360.678748,0,25552.19059,1031.148523,0,3305.982135,Irvington Township,1.14E-05
956,34,13,13100,34013013100,40.7223259,-74.2211684,New Jersey,Essex County,590,209,429,0.327586207,0.672413793,24222,223000,12126.6207,9996,16500,849.5660206,3384.183997,3607.291079,4860.123735,2104.320383,6265,1746.751186,Irvington Township,7.66E-05
957,34,13,13200,34013013200,40.7321878,-74.2173379,New Jersey,Essex County,1032,171,780,0.179810726,0.820189274,31875,242600,12735.8612,9564,27204,1568.361332,4453.425188,8290.214692,10584.74672,1786.285594,6563,2314.681293,Irvington Township,3.45E-05
958,34,13,19700,34013019700,40.7186695,-74.2597556,New Jersey,Essex County,1958,1338,695,0.658140679,0.341859321,57525,337900,20377.3163,17700,21768,2524.784302,8037.122632,11400.57498,16868.81552,2310.056502,6656,9931.68905,Maplewood Township,0.00013309
959,34,13,19600,34013019600,40.7297713,-74.2528592,New Jersey,Essex County,2205,1647,600,0.732977303,0.267022697,86518,365500,22051.9626,13740,25080,2945.661765,12087.88833,10848.24794,35150.72495,2262.408224,7827,14965.01591,Maplewood Township,0.000171347
960,34,13,20400,34013020400,40.8047189,-74.3334476,New Jersey,Essex County,1704,1505,61,0.961047254,0.038952746,130398,610300,28104.8659,0,29244,2321.021628,18218.59569,11475.1077,53333.9116,3122.421055,10000,27618.20575,Livingston Township,0.000704589
961,34,13,20500,34013020500,40.799098,-74.300188,New Jersey,Essex County,2486,2309,69,0.97098402,0.02901598,153056,637900,33321.7948,24012,33600,3463.090726,21384.26496,11159.73853,62550.36921,3382.416628,10000,32417.1544,Livingston Township,0.000711587
962,34,13,20600,34013020600,40.7730016,-74.3110658,New Jersey,Essex County,1721,1387,197,0.875631313,0.124368687,142167,639100,32974.8485,17928,35112,3216.52219,19862.90506,16089.16984,58012.03683,3199.244838,9956,28117.96477,Livingston Township,0.000597104
963,34,13,20700,34013020700,40.7855701,-74.3221619,New Jersey,Essex County,1472,1319,56,0.959272727,0.040727273,115144,442400,24576.0524,24012,24600,2699.076796,16087.3785,15225.95455,47164.62498,2928.524963,7760,24387.41916,Livingston Township,0.000261817
964,34,13,20800,34013020800,40.7766704,-74.3447536,New Jersey,Essex County,2607,2179,229,0.904900332,0.095099668,125563,597800,30145.1163,22848,30912,3476.26338,17543.07221,11870.51404,48234.64345,3046.011924,10000,26594.15611,Livingston Township,0.001615927
965,34,13,20902,34013020902,40.8198606,-74.3101675,New Jersey,Essex County,2345,1746,488,0.781557744,0.218442256,100289,590800,27447.7601,21708,29052,3211.234869,14011.90772,8861.303924,39084.83616,2691.745958,7761,17052.75006,Roseland Borough,0.000984034
966,34,13,19400,34013019400,40.7461025,-74.287669,New Jersey,Essex County,989,909,40,0.957850369,0.042149631,206607,658000,43586.6301,24012,44448,1347.724009,28866.15899,9034.712593,94715.35877,3591.370249,10000,35847.48189,Maplewood Township,0.000329012
967,34,13,19500,34013019500,40.7306678,-74.2650858,New Jersey,Essex County,1337,1175,132,0.899005356,0.100994644,141411,571600,34882.6871,19596,36600,1793.837839,19757.28029,9305.011841,59049.10169,3181.98847,10000,24539.94245,Maplewood Township,0.000161101
968,34,13,19800,34013019800,40.7225936,-74.2722638,New Jersey,Essex County,867,781,19,0.97625,0.02375,102228,499800,33055.92,15624,33480,1257.329075,14282.81569,9528.032129,34465.57071,3045.628667,10000,17378.06494,Maplewood Township,9.02E-05
969,34,13,19900,34013019900,40.7305128,-74.2813434,New Jersey,Essex County,884,763,111,0.872997712,0.127002288,174474,740200,43596.8924,13248,48012,1808.75302,24376.68725,14445.48044,72934.09528,3294.100238,10000,30272.22483,Maplewood Township,0.000186416
970,34,13,20000,34013020000,40.7396646,-74.3425212,New Jersey,Essex County,1820,1646,45,0.973388527,0.026611473,218224,1000001,46100.1325,24012,46704,2653.214618,30489.23163,21732.19442,76740.82476,4012.062736,10000,60881.74838,Millburn Township,0.001108437
